"Guid","SBQQ__AdditionalDiscountAmount__c","SBQQ__AdditionalQuantity__c","SBQQ__AllowAssetRefund__c","SBQQ__BatchQuantity__c","SBQQ__BillingFrequency__c","SBQQ__BillingType__c","SBQQ__BlockPrice__c","SBQQ__Bundle__c","SBQQ__BundledQuantity__c","SBQQ__Bundled__c","SBQQ__CarryoverLine__c","SBQQ__ChargeType__c","SBQQ__ComponentCost__c","SBQQ__ComponentDiscountedByPackage__c","SBQQ__ComponentListTotal__c","SBQQ__ComponentSubscriptionScope__c","SBQQ__ComponentTotal__c","SBQQ__ComponentUpliftedByPackage__c","SBQQ__CompoundDiscountRate__c","SBQQ__ConfigurationRequired__c","SBQQ__ContractedPrice__c","SBQQ__CostEditable__c","SBQQ__Cost__c","SBQQ__CustomerPrice__c","SBQQ__DefaultSubscriptionTerm__c","SBQQ__Description__c","SBQQ__Dimension__c","SBQQ__DiscountScheduleType__c","SBQQ__DiscountSchedule__c","SBQQ__DiscountTier__c","SBQQ__Discount__c","SBQQ__DistributorDiscount__c","SBQQ__DynamicOptionId__c","SBQQ__EarliestValidAmendmentStartDate__c","SBQQ__EndDate__c","SBQQ__Existing__c","SBQQ__Favorite__c","SBQQ__GenerateContractedPrice__c","SBQQ__GrossProfit__c","SBQQ__Group__c","SBQQ__Guidance__c","SBQQ__HasConsumptionSchedule__c","SBQQ__Hidden__c","SBQQ__Incomplete__c","SBQQ__ListPrice__c","SBQQ__MarkupAmount__c","SBQQ__MarkupRate__c","SBQQ__MaximumPrice__c","SBQQ__MinimumPrice__c","SBQQ__NetPrice__c","SBQQ__NonDiscountable__c","SBQQ__NonPartnerDiscountable__c","SBQQ__Number__c","SBQQ__OptionDiscountAmount__c","SBQQ__OptionDiscount__c","SBQQ__OptionLevel__c","SBQQ__OptionType__c","SBQQ__Optional__c","SBQQ__OriginalPrice__c","SBQQ__OriginalQuoteLineId__c","SBQQ__OriginalUnitCost__c","SBQQ__PackageProductCode__c","SBQQ__PackageProductDescription__c","SBQQ__PartnerDiscount__c","SBQQ__PartnerPrice__c","SBQQ__PreviousSegmentPrice__c","SBQQ__PreviousSegmentUplift__c","SBQQ__PriceEditable__c","SBQQ__PricebookEntryId__c","SBQQ__PricingMethodEditable__c","SBQQ__PricingMethod__c","SBQQ__PriorQuantity__c","SBQQ__ProductOption__c","SBQQ__ProductSubscriptionType__c","SBQQ__ProrateMultiplier__c","SBQQ__ProratedListPrice__c","SBQQ__ProratedPrice__c","SBQQ__Quantity__c","SBQQ__Quote__c","SBQQ__RegularPrice__c","SBQQ__Renewal__c","SBQQ__RenewedSubscription__c","SBQQ__RequiredBy__c","SBQQ__SegmentIndex__c","SBQQ__SegmentKey__c","SBQQ__SegmentLabel__c","SBQQ__Source__c","SBQQ__SpecialPriceDescription__c","SBQQ__SpecialPriceType__c","SBQQ__SpecialPrice__c","SBQQ__StartDate__c","SBQQ__SubscribedAssetIds__c","SBQQ__SubscriptionBase__c","SBQQ__SubscriptionCategory__c","SBQQ__SubscriptionPercent__c","SBQQ__SubscriptionPricing__c","SBQQ__SubscriptionScope__c","SBQQ__SubscriptionTargetPrice__c","SBQQ__SubscriptionTerm__c","SBQQ__SubscriptionType__c","SBQQ__TaxCode__c","SBQQ__Taxable__c","SBQQ__TermDiscountSchedule__c","SBQQ__TermDiscountTier__c","SBQQ__TermDiscount__c","SBQQ__UnitCost__c","SBQQ__UnproratedNetPrice__c","SBQQ__UpgradedQuantity__c","SBQQ__UpgradedSubscription__c","SBQQ__UpliftAmount__c","SBQQ__Uplift__c","SBQQ__VolumeDiscount__c"
42fa17e1-4a2b-4019-bf26-6eb7fce672d7,"#N/A","#N/A",false,"#N/A","#N/A","#N/A","#N/A",true,"#N/A",false,false,"#N/A",0.0,false,834.89,"#N/A",722.64,false,"#N/A",false,"#N/A",false,"#N/A",0.0,"#N/A","#N/A","#N/A","#N/A","#N/A","#N/A","#N/A","#N/A","#N/A","#N/A","#N/A",false,"#N/A","#N/A","#N/A","#N/A","#N/A",false,false,false,0.0,"#N/A","#N/A","#N/A","#N/A",0.0,false,false,1.0,"#N/A","#N/A","#N/A","#N/A",false,0.0,"#N/A","#N/A","#N/A","#N/A","#N/A",0.0,"#N/A","#N/A",false,01u5f000001TAZuAAO,false,List,"#N/A","#N/A",One-time,1.0,0.0,0.0,1.0,15afdfa1-c414-42ee-a0a1-a95e875d7056,0.0,false,"#N/A","#N/A","#N/A","#N/A","#N/A","#N/A","#N/A","#N/A",0.0,"#N/A","#N/A",List,"#N/A","#N/A","#N/A",Quote,"#N/A","#N/A",One-time,"#N/A",false,"#N/A","#N/A","#N/A","#N/A","#N/A","#N/A","#N/A",0.0,0.0,"#N/A"
43d56513-c4fb-438f-9d45-d964e1ee7544,"#N/A","#N/A",false,"#N/A","#N/A","#N/A","#N/A",false,1.0,false,false,"#N/A","#N/A",false,"#N/A","#N/A","#N/A",false,"#N/A",false,"#N/A",false,"#N/A",150.0,1.0,Regular cleaning &amp; preventative maintenance to keep your equipment operating optimally.- Recurring,"#N/A","#N/A","#N/A","#N/A","#N/A","#N/A",a2s5f000000g34vAAA,"#N/A","#N/A",false,"#N/A","#N/A","#N/A","#N/A","#N/A",false,false,false,150.0,"#N/A","#N/A","#N/A","#N/A",150.0,false,false,10.0,"#N/A","#N/A",1.0,Component,false,150.0,"#N/A","#N/A","#N/A","#N/A","#N/A",150.0,"#N/A","#N/A",false,01u5f000001TAYtAAO,false,List,"#N/A",f243e761-964a-414f-b690-ba3141894821,Renewable,1.0,150.0,150.0,1.0,cd1a8a1b-caa8-4bad-b230-366372bc6472,150.0,false,"#N/A",feedfc1b-1808-4c51-98fd-71fa1eece42f,"#N/A","#N/A","#N/A","#N/A","#N/A","#N/A",150.0,"#N/A","#N/A",List,"#N/A","#N/A",Fixed Price,Quote,"#N/A","#N/A",Renewable,"#N/A",false,"#N/A","#N/A","#N/A","#N/A","#N/A","#N/A","#N/A",0.0,0.0,"#N/A"
487c973f-2d4e-4d25-8e53-e21c7c6329c7,"#N/A","#N/A",false,"#N/A","#N/A","#N/A","#N/A",false,1.0,false,false,"#N/A","#N/A",false,"#N/A","#N/A","#N/A",false,"#N/A",false,"#N/A",false,"#N/A",283.99,"#N/A","Forces CO2 into water to create carbonation for sodas<br>No need to turn off CO2 or water to service; maintain electronics without depressurizing the tank<br>115V, 1/3 hp, 1725 RPM motor","#N/A","#N/A","#N/A","#N/A",20.0,"#N/A",a2s5f000000g34xAAA,"#N/A","#N/A",false,"#N/A","#N/A","#N/A","#N/A","#N/A",false,false,false,354.99,"#N/A","#N/A","#N/A","#N/A",283.99,false,false,9.0,"#N/A","#N/A",1.0,Component,false,354.99,"#N/A","#N/A","#N/A","#N/A","#N/A",283.99,"#N/A","#N/A",false,01u5f000001TAZdAAO,false,List,"#N/A",b679bbf6-8e31-4a8c-8a5f-2302e67a0846,One-time,1.0,354.99,354.99,1.0,ce5178f3-9850-45be-9732-8e602f37e51b,354.99,false,"#N/A",7d9b8151-f970-4817-ad5b-4974eec1758c,"#N/A","#N/A","#N/A","#N/A","#N/A","#N/A",354.99,"#N/A","#N/A",List,"#N/A","#N/A","#N/A",Quote,"#N/A","#N/A",One-time,"#N/A",false,"#N/A","#N/A","#N/A","#N/A","#N/A","#N/A","#N/A",0.0,0.0,"#N/A"
48a3fe21-07c7-4e40-88f3-82aef704f52d,"#N/A","#N/A",false,"#N/A","#N/A","#N/A","#N/A",false,1.0,false,false,"#N/A","#N/A",false,"#N/A","#N/A","#N/A",false,"#N/A",false,"#N/A",false,"#N/A",14.99,"#N/A",1 24-count Box of K-Cups Pods- One time,"#N/A","#N/A","#N/A","#N/A","#N/A","#N/A",a2s5f000000g34tAAA,"#N/A","#N/A",false,"#N/A","#N/A","#N/A","#N/A","#N/A",false,false,false,14.99,"#N/A","#N/A","#N/A","#N/A",14.99,false,false,2.0,"#N/A","#N/A",1.0,Component,false,14.99,"#N/A","#N/A","#N/A","#N/A","#N/A",14.99,"#N/A","#N/A",false,01u5f000001TAZtAAO,false,List,"#N/A",5db647ec-5d78-4676-9892-11b0359d22dd,Renewable,1.0,14.99,14.99,1.0,15afdfa1-c414-42ee-a0a1-a95e875d7056,14.99,false,"#N/A",42fa17e1-4a2b-4019-bf26-6eb7fce672d7,"#N/A","#N/A","#N/A","#N/A","#N/A","#N/A",14.99,"#N/A","#N/A",List,"#N/A","#N/A","#N/A",Quote,"#N/A","#N/A",Renewable,"#N/A",false,"#N/A","#N/A","#N/A","#N/A","#N/A","#N/A","#N/A",0.0,0.0,"#N/A"
4c4ed7e4-2b77-4c96-b3be-3a49c4332536,"#N/A","#N/A",false,"#N/A","#N/A","#N/A","#N/A",false,1.0,false,false,"#N/A","#N/A",false,"#N/A","#N/A","#N/A",false,"#N/A",false,"#N/A",false,"#N/A",3189.0,"#N/A",10 Flomatic valves to dispense an assortment of beverages. <br>Ice dispenser holds 200lb of ice.,"#N/A","#N/A","#N/A","#N/A","#N/A","#N/A",a2s5f000000g34xAAA,"#N/A","#N/A",false,"#N/A","#N/A","#N/A","#N/A","#N/A",false,false,false,3189.0,"#N/A","#N/A","#N/A","#N/A",3189.0,false,false,9.0,"#N/A","#N/A",1.0,Component,false,3189.0,"#N/A","#N/A","#N/A","#N/A","#N/A",3189.0,"#N/A","#N/A",false,01u5f000001TAYuAAO,false,List,"#N/A",99ada6ba-df2f-467b-bf42-1e571252d375,One-time,1.0,3189.0,3189.0,1.0,0f188c31-564b-492a-9026-c15bd50735d4,3189.0,false,"#N/A",d5843b0e-d2ff-4111-95df-a2806c7480a0,"#N/A","#N/A","#N/A","#N/A","#N/A","#N/A",3189.0,"#N/A","#N/A",List,"#N/A","#N/A","#N/A",Quote,"#N/A","#N/A",One-time,"#N/A",false,"#N/A","#N/A","#N/A","#N/A","#N/A","#N/A","#N/A",0.0,0.0,"#N/A"
4d9a8ddf-5a6a-42dd-a49a-e37f2bc1c62b,"#N/A","#N/A",false,"#N/A","#N/A","#N/A","#N/A",false,1.0,false,false,"#N/A","#N/A",false,"#N/A","#N/A","#N/A",false,"#N/A",false,"#N/A",false,"#N/A",33.45,1.0,11 Gallon Bag in Box Syrup- Recurring,"#N/A","#N/A","#N/A","#N/A","#N/A","#N/A",a2s5f000000g34sAAA,"#N/A","#N/A",false,"#N/A","#N/A","#N/A","#N/A","#N/A",false,false,false,33.45,"#N/A","#N/A","#N/A","#N/A",33.45,false,false,4.0,"#N/A","#N/A",1.0,Component,false,33.45,"#N/A","#N/A","#N/A","#N/A","#N/A",33.45,"#N/A","#N/A",false,01u5f000001TAYsAAO,false,List,"#N/A",7a71b888-195c-488b-b05d-da08bafdc8aa,Renewable,1.0,33.45,33.45,1.0,cd1a8a1b-caa8-4bad-b230-366372bc6472,33.45,false,"#N/A",039504c1-93b9-4093-9317-8c4dd922b791,"#N/A","#N/A","#N/A","#N/A","#N/A","#N/A",33.45,"#N/A","#N/A",List,"#N/A","#N/A",Fixed Price,Quote,"#N/A","#N/A",Renewable,"#N/A",false,"#N/A","#N/A","#N/A","#N/A","#N/A","#N/A","#N/A",0.0,0.0,"#N/A"
4e62448f-05fc-4d77-b265-9d8f70f1f4e7,"#N/A","#N/A",false,"#N/A","#N/A","#N/A","#N/A",false,1.0,false,false,"#N/A","#N/A",false,"#N/A","#N/A","#N/A",false,"#N/A",false,"#N/A",false,"#N/A",80.96,1.0,"K-Cycle™ bins are bundled in packs of five (5), for offices that brew 24 K-Cup® pods or more a day - 450 K-Cup® pods per bin. Single bins are not available.- Recurring<br> <br>EACH BIN INCLUDES<br>1. Pre-paid UPS return label affixed to bin<br>2. Pre-affixed bag and zip tie seal for brewed K-Cup® pod collection","#N/A","#N/A","#N/A","#N/A",10.0,"#N/A",a2s5f000000g34uAAA,"#N/A","#N/A",false,"#N/A","#N/A","#N/A","#N/A","#N/A",false,false,false,89.96,"#N/A","#N/A","#N/A","#N/A",80.96,false,false,6.0,"#N/A","#N/A",1.0,Component,false,89.96,"#N/A","#N/A","#N/A","#N/A","#N/A",80.96,"#N/A","#N/A",false,01u5f000001TAZQAA4,false,List,"#N/A",3cb447d5-c043-4de0-b548-358f071ac13b,Renewable,1.0,89.96,89.96,1.0,68b94a00-2c39-4ca9-88d0-bddbc0aef957,89.96,false,"#N/A",8c0d1378-3b1a-41d9-8a20-2e8dc28e8936,"#N/A","#N/A","#N/A","#N/A","#N/A","#N/A",89.96,"#N/A","#N/A",List,"#N/A","#N/A",Fixed Price,Quote,"#N/A","#N/A",Renewable,"#N/A",false,"#N/A","#N/A","#N/A","#N/A","#N/A","#N/A","#N/A",0.0,0.0,"#N/A"
5338b6ef-b60a-403c-8561-022223adde4f,"#N/A","#N/A",false,"#N/A","#N/A","#N/A","#N/A",false,1.0,false,false,"#N/A","#N/A",false,"#N/A","#N/A","#N/A",false,"#N/A",false,"#N/A",false,"#N/A",120.0,1.0,Regular cleaning &amp; preventative maintenance to keep your equipment operating optimally.- Recurring,"#N/A","#N/A","#N/A","#N/A",20.0,"#N/A",a2s5f000000g34vAAA,"#N/A","#N/A",false,"#N/A","#N/A","#N/A","#N/A","#N/A",false,false,false,150.0,"#N/A","#N/A","#N/A","#N/A",120.0,false,false,5.0,"#N/A","#N/A",1.0,Component,false,150.0,"#N/A","#N/A","#N/A","#N/A","#N/A",120.0,"#N/A","#N/A",false,01u5f000001TAYtAAO,false,List,"#N/A",f243e761-964a-414f-b690-ba3141894821,Renewable,1.0,150.0,150.0,1.0,cd1a8a1b-caa8-4bad-b230-366372bc6472,150.0,false,"#N/A",039504c1-93b9-4093-9317-8c4dd922b791,"#N/A","#N/A","#N/A","#N/A","#N/A","#N/A",150.0,"#N/A","#N/A",List,"#N/A","#N/A",Fixed Price,Quote,"#N/A","#N/A",Renewable,"#N/A",false,"#N/A","#N/A","#N/A","#N/A","#N/A","#N/A","#N/A",0.0,0.0,"#N/A"
565bcc77-64df-4644-8edc-185e45e9f2a9,"#N/A","#N/A",false,"#N/A","#N/A","#N/A","#N/A",false,1.0,false,false,"#N/A","#N/A",false,"#N/A","#N/A","#N/A",false,"#N/A",false,"#N/A",false,"#N/A",33.45,1.0,9 Gallon Bag in Box Syrup- Recurring,"#N/A","#N/A","#N/A","#N/A","#N/A","#N/A",a2s5f000000g34sAAA,"#N/A","#N/A",false,"#N/A","#N/A","#N/A","#N/A","#N/A",false,false,false,33.45,"#N/A","#N/A","#N/A","#N/A",33.45,false,false,4.0,"#N/A","#N/A",1.0,Component,false,33.45,"#N/A","#N/A","#N/A","#N/A","#N/A",33.45,"#N/A","#N/A",false,01u5f000001TAYrAAO,false,List,"#N/A",a292c515-2893-4a46-9af7-51e2427b9d87,Renewable,1.0,33.45,33.45,1.0,0f188c31-564b-492a-9026-c15bd50735d4,33.45,false,"#N/A",d5843b0e-d2ff-4111-95df-a2806c7480a0,"#N/A","#N/A","#N/A","#N/A","#N/A","#N/A",33.45,"#N/A","#N/A",List,"#N/A","#N/A",Fixed Price,Quote,"#N/A","#N/A",Renewable,"#N/A",false,"#N/A","#N/A","#N/A","#N/A","#N/A","#N/A","#N/A",0.0,0.0,"#N/A"
565eed51-53c4-4907-9815-1aa4c50a5e16,"#N/A","#N/A",false,"#N/A","#N/A","#N/A","#N/A",true,"#N/A",false,false,"#N/A",0.0,false,598.92,"#N/A",595.92,false,"#N/A",false,"#N/A",false,"#N/A",0.0,"#N/A","#N/A","#N/A","#N/A","#N/A","#N/A","#N/A","#N/A","#N/A","#N/A","#N/A",false,"#N/A","#N/A","#N/A","#N/A","#N/A",false,false,false,0.0,"#N/A","#N/A","#N/A","#N/A",0.0,false,false,1.0,"#N/A","#N/A","#N/A","#N/A",false,0.0,"#N/A","#N/A","#N/A","#N/A","#N/A",0.0,"#N/A","#N/A",false,01u5f000001TAZuAAO,false,List,"#N/A","#N/A",One-time,1.0,0.0,0.0,1.0,11fc7a37-295e-4960-b7fd-be7bae4e26f6,0.0,false,"#N/A","#N/A","#N/A","#N/A","#N/A","#N/A","#N/A","#N/A",0.0,"#N/A","#N/A",List,"#N/A","#N/A","#N/A",Quote,"#N/A","#N/A",One-time,"#N/A",false,"#N/A","#N/A","#N/A","#N/A","#N/A","#N/A","#N/A",0.0,0.0,"#N/A"
58bc597f-26a8-46e9-9432-be0d5f0c4d77,"#N/A","#N/A",false,"#N/A","#N/A","#N/A","#N/A",false,1.0,false,false,"#N/A","#N/A",false,"#N/A","#N/A","#N/A",false,"#N/A",false,"#N/A",false,"#N/A",103.21,1.0,8 24-count Boxes of our best selling blends.- Recurring,"#N/A","#N/A","#N/A","#N/A","#N/A","#N/A",a2s5f000000g34tAAA,"#N/A","#N/A",false,"#N/A","#N/A","#N/A","#N/A","#N/A",false,false,false,103.21,"#N/A","#N/A","#N/A","#N/A",103.21,false,false,3.0,"#N/A","#N/A",1.0,Component,false,103.21,"#N/A","#N/A","#N/A","#N/A","#N/A",103.21,"#N/A","#N/A",false,01u5f000001TAZWAA4,false,List,"#N/A",5fac69db-d9f9-463d-8a5e-b30e549bcdac,Renewable,1.0,103.21,103.21,1.0,15afdfa1-c414-42ee-a0a1-a95e875d7056,103.21,false,"#N/A",42fa17e1-4a2b-4019-bf26-6eb7fce672d7,"#N/A","#N/A","#N/A","#N/A","#N/A","#N/A",103.21,"#N/A","#N/A",List,"#N/A","#N/A",Fixed Price,Quote,"#N/A","#N/A",Renewable,"#N/A",false,"#N/A","#N/A","#N/A","#N/A","#N/A","#N/A","#N/A",0.0,0.0,"#N/A"
5ca6176a-9ceb-43e4-868c-7e12389284e4,"#N/A","#N/A",false,"#N/A","#N/A","#N/A","#N/A",false,1.0,false,false,"#N/A","#N/A",false,"#N/A","#N/A","#N/A",false,"#N/A",false,"#N/A",false,"#N/A",12.74,1.0,1 24-count Box of K-Cups Pods- Recurring,"#N/A","#N/A","#N/A","#N/A","#N/A","#N/A",a2s5f000000g34tAAA,"#N/A","#N/A",false,"#N/A","#N/A","#N/A","#N/A","#N/A",false,false,false,12.74,"#N/A","#N/A","#N/A","#N/A",12.74,false,false,5.0,"#N/A","#N/A",1.0,Component,false,12.74,"#N/A","#N/A","#N/A","#N/A","#N/A",12.74,"#N/A","#N/A",false,01u5f000001TAZaAAO,false,List,"#N/A",f573e6a5-fbca-4d0f-b0cc-4abdf7f04abb,Renewable,1.0,12.74,12.74,1.0,15afdfa1-c414-42ee-a0a1-a95e875d7056,12.74,false,"#N/A",42fa17e1-4a2b-4019-bf26-6eb7fce672d7,"#N/A","#N/A","#N/A","#N/A","#N/A","#N/A",12.74,"#N/A","#N/A",List,"#N/A","#N/A",Fixed Price,Quote,"#N/A","#N/A",Renewable,"#N/A",false,"#N/A","#N/A","#N/A","#N/A","#N/A","#N/A","#N/A",0.0,0.0,"#N/A"
5d01d1d4-fa1c-4768-9544-fd8e320d2b0c,"#N/A","#N/A",false,"#N/A","#N/A","#N/A","#N/A",false,1.0,false,false,"#N/A","#N/A",false,"#N/A","#N/A","#N/A",false,"#N/A",false,"#N/A",false,"#N/A",3189.0,"#N/A",10 Flomatic valves to dispense an assortment of beverages. <br>Ice dispenser holds 200lb of ice.,"#N/A","#N/A","#N/A","#N/A","#N/A","#N/A",a2s5f000000g34xAAA,"#N/A","#N/A",false,"#N/A","#N/A","#N/A","#N/A","#N/A",false,false,false,3189.0,"#N/A","#N/A","#N/A","#N/A",3189.0,false,false,10.0,"#N/A","#N/A",1.0,Component,false,3189.0,"#N/A","#N/A","#N/A","#N/A","#N/A",3189.0,"#N/A","#N/A",false,01u5f000001TAYuAAO,false,List,"#N/A",99ada6ba-df2f-467b-bf42-1e571252d375,One-time,1.0,3189.0,3189.0,1.0,ce5178f3-9850-45be-9732-8e602f37e51b,3189.0,false,"#N/A",7d9b8151-f970-4817-ad5b-4974eec1758c,"#N/A","#N/A","#N/A","#N/A","#N/A","#N/A",3189.0,"#N/A","#N/A",List,"#N/A","#N/A","#N/A",Quote,"#N/A","#N/A",One-time,"#N/A",false,"#N/A","#N/A","#N/A","#N/A","#N/A","#N/A","#N/A",0.0,0.0,"#N/A"
6464d998-d002-4e4a-8b74-3b13d421b290,"#N/A","#N/A",false,"#N/A","#N/A","#N/A","#N/A",false,1.0,false,false,"#N/A","#N/A",false,"#N/A","#N/A","#N/A",false,"#N/A",false,"#N/A",false,"#N/A",33.45,1.0,7 Gallon Bag in Box Syrup- Recurring,"#N/A","#N/A","#N/A","#N/A","#N/A","#N/A",a2s5f000000g34sAAA,"#N/A","#N/A",false,"#N/A","#N/A","#N/A","#N/A","#N/A",false,false,false,33.45,"#N/A","#N/A","#N/A","#N/A",33.45,false,false,3.0,"#N/A","#N/A",1.0,Component,false,33.45,"#N/A","#N/A","#N/A","#N/A","#N/A",33.45,"#N/A","#N/A",false,01u5f000001TAZSAA4,false,List,"#N/A",823f22d6-2496-472e-8660-1c2ec4c4e319,Renewable,1.0,33.45,33.45,1.0,0f188c31-564b-492a-9026-c15bd50735d4,33.45,false,"#N/A",d5843b0e-d2ff-4111-95df-a2806c7480a0,"#N/A","#N/A","#N/A","#N/A","#N/A","#N/A",33.45,"#N/A","#N/A",List,"#N/A","#N/A",Fixed Price,Quote,"#N/A","#N/A",Renewable,"#N/A",false,"#N/A","#N/A","#N/A","#N/A","#N/A","#N/A","#N/A",0.0,0.0,"#N/A"
687cabe0-c140-4b0a-8f60-91895e8e0a77,"#N/A","#N/A",false,"#N/A","#N/A","#N/A","#N/A",false,1.0,false,false,"#N/A","#N/A",false,"#N/A","#N/A","#N/A",false,"#N/A",false,"#N/A",false,"#N/A",359.99,"#N/A",Fully programmable coffee maker with an interactive touch-screen that allows for a customizable brewing experience.<br>Includes Direct Plumb Kit Accessory,"#N/A","#N/A","#N/A","#N/A","#N/A","#N/A",a2s5f000000g34wAAA,"#N/A","#N/A",false,"#N/A","#N/A","#N/A","#N/A","#N/A",false,false,false,359.99,"#N/A","#N/A","#N/A","#N/A",359.99,false,false,7.0,"#N/A","#N/A",1.0,Component,false,359.99,"#N/A","#N/A","#N/A","#N/A","#N/A",359.99,"#N/A","#N/A",false,01u5f000001TAZfAAO,false,List,"#N/A",31f12d49-147f-4449-9069-04be674af9a8,One-time,1.0,359.99,359.99,1.0,68b94a00-2c39-4ca9-88d0-bddbc0aef957,359.99,false,"#N/A",8c0d1378-3b1a-41d9-8a20-2e8dc28e8936,"#N/A","#N/A","#N/A","#N/A","#N/A","#N/A",359.99,"#N/A","#N/A",List,"#N/A","#N/A","#N/A",Quote,"#N/A","#N/A",One-time,"#N/A",false,"#N/A","#N/A","#N/A","#N/A","#N/A","#N/A","#N/A",0.0,0.0,"#N/A"
69c96373-774b-4cd0-aefc-729ca4c36e81,"#N/A","#N/A",false,"#N/A","#N/A","#N/A","#N/A",false,1.0,false,false,"#N/A","#N/A",false,"#N/A","#N/A","#N/A",false,"#N/A",false,"#N/A",false,"#N/A",354.99,"#N/A","Forces CO2 into water to create carbonation for sodas<br>No need to turn off CO2 or water to service; maintain electronics without depressurizing the tank<br>115V, 1/3 hp, 1725 RPM motor","#N/A","#N/A","#N/A","#N/A","#N/A","#N/A",a2s5f000000g34xAAA,"#N/A","#N/A",false,"#N/A","#N/A","#N/A","#N/A","#N/A",false,false,false,354.99,"#N/A","#N/A","#N/A","#N/A",354.99,false,false,8.0,"#N/A","#N/A",1.0,Component,false,354.99,"#N/A","#N/A","#N/A","#N/A","#N/A",354.99,"#N/A","#N/A",false,01u5f000001TAZdAAO,false,List,"#N/A",b679bbf6-8e31-4a8c-8a5f-2302e67a0846,One-time,1.0,354.99,354.99,1.0,0f188c31-564b-492a-9026-c15bd50735d4,354.99,false,"#N/A",d5843b0e-d2ff-4111-95df-a2806c7480a0,"#N/A","#N/A","#N/A","#N/A","#N/A","#N/A",354.99,"#N/A","#N/A",List,"#N/A","#N/A","#N/A",Quote,"#N/A","#N/A",One-time,"#N/A",false,"#N/A","#N/A","#N/A","#N/A","#N/A","#N/A","#N/A",0.0,0.0,"#N/A"
6d440447-65ca-4180-b7d7-d18fcdab277c,"#N/A","#N/A",false,"#N/A","#N/A","#N/A","#N/A",false,1.0,false,false,"#N/A","#N/A",false,"#N/A","#N/A","#N/A",false,"#N/A",false,"#N/A",false,"#N/A",33.45,1.0,7 Gallon Bag in Box Syrup- Recurring,"#N/A","#N/A","#N/A","#N/A","#N/A","#N/A",a2s5f000000g34sAAA,"#N/A","#N/A",false,"#N/A","#N/A","#N/A","#N/A","#N/A",false,false,false,33.45,"#N/A","#N/A","#N/A","#N/A",33.45,false,false,5.0,"#N/A","#N/A",1.0,Component,false,33.45,"#N/A","#N/A","#N/A","#N/A","#N/A",33.45,"#N/A","#N/A",false,01u5f000001TAZSAA4,false,List,"#N/A",823f22d6-2496-472e-8660-1c2ec4c4e319,Renewable,1.0,33.45,33.45,1.0,ce5178f3-9850-45be-9732-8e602f37e51b,33.45,false,"#N/A",7d9b8151-f970-4817-ad5b-4974eec1758c,"#N/A","#N/A","#N/A","#N/A","#N/A","#N/A",33.45,"#N/A","#N/A",List,"#N/A","#N/A",Fixed Price,Quote,"#N/A","#N/A",Renewable,"#N/A",false,"#N/A","#N/A","#N/A","#N/A","#N/A","#N/A","#N/A",0.0,0.0,"#N/A"
712407b7-e55d-4759-8d5b-149aa30b29a5,"#N/A","#N/A",false,"#N/A","#N/A","#N/A","#N/A",false,1.0,false,false,"#N/A","#N/A",false,"#N/A","#N/A","#N/A",false,"#N/A",false,"#N/A",false,"#N/A",39.35,"#N/A",12 Gallon Bag in Box Syrup- One time,"#N/A","#N/A","#N/A","#N/A","#N/A","#N/A",a2s5f000000g34sAAA,"#N/A","#N/A",false,"#N/A","#N/A","#N/A","#N/A","#N/A",false,false,false,39.35,"#N/A","#N/A","#N/A","#N/A",39.35,false,false,9.0,"#N/A","#N/A",1.0,Component,false,39.35,"#N/A","#N/A","#N/A","#N/A","#N/A",39.35,"#N/A","#N/A",false,01u5f000001TAYvAAO,false,List,"#N/A",32e030d5-dac5-46f4-9bd5-25e26d66242f,One-time,1.0,39.35,39.35,1.0,cd1a8a1b-caa8-4bad-b230-366372bc6472,39.35,false,"#N/A",feedfc1b-1808-4c51-98fd-71fa1eece42f,"#N/A","#N/A","#N/A","#N/A","#N/A","#N/A",39.35,"#N/A","#N/A",List,"#N/A","#N/A","#N/A",Quote,"#N/A","#N/A",One-time,"#N/A",false,"#N/A","#N/A","#N/A","#N/A","#N/A","#N/A","#N/A",0.0,0.0,"#N/A"
77d8bcda-f7c7-4e12-ac70-8eeddb25cad1,"#N/A","#N/A",false,"#N/A","#N/A","#N/A","#N/A",false,1.0,false,false,"#N/A","#N/A",false,"#N/A","#N/A","#N/A",false,"#N/A",false,"#N/A",false,"#N/A",14.24,"#N/A",1 24-count Box of K-Cups Pods- One time,"#N/A","#N/A","#N/A","#N/A",5.0,"#N/A",a2s5f000000g34tAAA,"#N/A","#N/A",false,"#N/A","#N/A","#N/A","#N/A","#N/A",false,false,false,14.99,"#N/A","#N/A","#N/A","#N/A",14.24,false,false,3.0,"#N/A","#N/A",1.0,Component,false,14.99,"#N/A","#N/A","#N/A","#N/A","#N/A",14.24,"#N/A","#N/A",false,01u5f000001TAZsAAO,false,List,"#N/A",6ff8d8a6-5b2c-4738-8f52-17867590c748,Renewable,1.0,14.99,14.99,1.0,11fc7a37-295e-4960-b7fd-be7bae4e26f6,14.99,false,"#N/A",565eed51-53c4-4907-9815-1aa4c50a5e16,"#N/A","#N/A","#N/A","#N/A","#N/A","#N/A",14.99,"#N/A","#N/A",List,"#N/A","#N/A","#N/A",Quote,"#N/A","#N/A",Renewable,"#N/A",false,"#N/A","#N/A","#N/A","#N/A","#N/A","#N/A","#N/A",0.0,0.0,"#N/A"
